,score_title,likelihood_title,score_text,likelihood_text
10651,0.0,neg,-0.9811,neg
10652,0.0,neg,-0.9988,neg
10653,0.0,neg,0.9801,pos
10654,0.34,pos,-0.872,neg
10655,0.7717,pos,-0.7757,neg
10656,0.0,neg,-0.9885,neg
10657,-0.2716,neg,-0.8981,neg
10658,0.0,neg,-0.9935,neg
10659,0.0,neg,0.9961,pos
10660,0.0,neg,0.9902,pos
10661,0.3182,pos,0.9958,pos
10662,0.3875,pos,0.9429,pos
10663,0.8016,pos,0.936,pos
10664,0.0,neg,0.9723,pos
10665,0.0,neg,-0.1154,neg
10666,0.0,neg,0.6217,pos
10667,0.0,neg,0.7351,pos
10668,0.0,neg,0.9993,pos
10669,0.0,neg,0.9699,pos
10670,0.0,neg,0.9991,pos
10671,0.4019,pos,0.194,pos
10672,0.0,neg,-0.7608,neg
10673,-0.1027,neg,0.779,pos
10674,-0.6705,neg,0.9978,pos
10675,0.0,neg,-0.9825,neg
10676,-0.7579,neg,0.5207,pos
10677,0.0,neg,0.2263,pos
10678,-0.7096,neg,0.9394,pos
10679,-0.4215,neg,-0.4019,neg
10680,0.34,pos,0.9524,pos
10681,-0.6103,neg,0.0,neg
10682,0.2732,pos,0.9326,pos
10683,-0.6369,neg,-0.1027,neg
10684,0.5106,pos,-0.5648,neg
10685,-0.4215,neg,0.931,pos
10686,-0.8126,neg,-0.7925,neg
10687,-0.7717,neg,0.9289,pos
10688,-0.7096,neg,-0.9531,neg
10689,-0.5859,neg,0.9631,pos
10690,0.0,neg,0.9775,pos
10691,-0.2732,neg,0.9849,pos
10692,-0.2732,neg,-0.9685,neg
10693,-0.34,neg,-0.9648,neg
10694,0.0,neg,-0.82,neg
10695,-0.3818,neg,0.9918,pos
10696,-0.6249,neg,0.9998,pos
10697,-0.6597,neg,-0.9999,neg
10698,0.0,neg,0.2828,pos
10699,0.0258,pos,-0.8832,neg
10700,0.2023,pos,0.9358,pos
10701,-0.5106,neg,-0.9891,neg
10702,-0.7783,neg,0.9715,pos
10703,0.7845,pos,0.9942,pos
10704,-0.4019,neg,-0.9824,neg
10705,0.0,neg,0.3091,pos
10706,-0.0772,neg,0.7745,pos
10707,0.25,pos,0.847,pos
10708,0.0,neg,0.5658,pos
10709,0.5994,pos,-0.9765,neg
10710,0.5859,pos,0.9997,pos
10711,0.1531,pos,0.1027,pos
10712,0.0,neg,0.9668,pos
10713,0.128,pos,0.9994,pos
10714,0.6901,pos,0.3134,pos
10715,0.5719,pos,-0.7079,neg
10716,0.3987,pos,0.7717,pos
10717,0.0,neg,-0.9961,neg
10718,-0.6249,neg,-0.9963,neg
10719,0.0,neg,-0.7517,neg
10720,-0.6808,neg,-0.9886,neg
10721,0.128,pos,-0.9531,neg
10722,0.5267,pos,0.9948,pos
10723,0.0,neg,0.9982,pos
10724,0.0,neg,-0.5443,neg
10725,0.0,neg,-0.9354,neg
10726,-0.872,neg,0.9961,pos
10727,0.0258,pos,-0.9867,neg
10728,-0.4926,neg,0.7163,pos
10729,0.0,neg,-0.4404,neg
10730,0.34,pos,0.8689,pos
10731,-0.4404,neg,-0.9987,neg
10732,0.6197,pos,0.9954,pos
10733,0.5574,pos,0.875,pos
10734,-0.5859,neg,-0.9986,neg
10735,0.0,neg,-0.5419,neg
10736,0.0,neg,-0.5838,neg
10737,0.2732,pos,-0.9629,neg
10738,0.5267,pos,-0.9531,neg
10739,-0.3818,neg,0.8268,pos
10740,0.0,neg,0.8588,pos
10741,0.6808,pos,0.9136,pos
10742,0.0,neg,-0.9957,neg
10743,-0.5994,neg,0.9999,pos
10744,0.0,neg,-0.8519,neg
10745,-0.6486,neg,-0.8481,neg
10746,-0.5574,neg,0.7867,pos
10747,0.0,neg,-0.9679,neg
10748,-0.6696,neg,-0.9814,neg
10749,0.5719,pos,-0.5481,neg
10750,0.0,neg,-0.9599,neg
10751,0.7959,pos,0.861,pos
10752,0.5859,pos,0.0145,pos
10753,0.6114,pos,0.0,neg
10754,0.0,neg,0.9762,pos
10755,-0.2263,neg,-0.1415,neg
10756,-0.6996,neg,-0.0772,neg
10757,-0.6808,neg,-0.5091,neg
10758,-0.3818,neg,0.8944,pos
10759,0.0,neg,0.9126,pos
10760,0.0,neg,0.9989,pos
10761,-0.68,neg,-0.2031,neg
10762,0.0,neg,-0.6249,neg
10763,-0.2263,neg,-0.9981,neg
10764,-0.1027,neg,-0.7698,neg
10765,-0.5187,neg,-0.9072,neg
10766,0.0,neg,0.9933,pos
10767,0.6705,pos,0.9967,pos
10768,0.0,neg,-0.5859,neg
10769,0.2023,pos,0.2263,pos
10770,0.0,neg,-0.128,neg
10771,-0.6249,neg,0.9745,pos
10772,0.5707,pos,-0.9466,neg
10773,0.0,neg,-0.0772,neg
10774,0.0,neg,-0.9934,neg
10775,-0.6808,neg,-0.9927,neg
10776,0.6486,pos,0.8555,pos
10777,0.0,neg,0.9859,pos
10778,0.0,neg,0.9992,pos
10779,-0.3612,neg,-0.9965,neg
10780,-0.4003,neg,-0.9276,neg
10781,0.0,neg,0.899,pos
10782,-0.6705,neg,-0.9961,neg
10783,-0.4404,neg,-0.998,neg
10784,0.128,pos,-0.9876,neg
10785,-0.8402,neg,-0.9731,neg
10786,0.7717,pos,0.4019,pos
10787,0.0,neg,0.7663,pos
10788,0.0,neg,0.9656,pos
10789,0.296,pos,-0.4939,neg
10790,0.0,neg,-0.8481,neg
10791,0.128,pos,-0.9225,neg
10792,-0.3612,neg,-0.34,neg
10793,0.5423,pos,0.9912,pos
10794,0.0,neg,0.7351,pos
10795,0.0,neg,-0.9851,neg
10796,0.4215,pos,0.9969,pos
10797,0.3612,pos,-0.9985,neg
10798,0.296,pos,-0.8074,neg
10799,-0.3164,neg,0.9709,pos
10800,-0.9022,neg,0.0,neg
10801,0.0,neg,-0.8654,neg
10802,0.0,neg,-0.7891,neg
10803,0.0,neg,-0.9548,neg
10804,0.0,neg,0.0258,pos
10805,0.6249,pos,-0.8225,neg
10806,-0.34,neg,-0.9953,neg
10807,-0.4767,neg,-0.9334,neg
10808,0.2732,pos,0.9992,pos
10809,0.4939,pos,0.9971,pos
10810,0.0,neg,0.9682,pos
10811,0.6597,pos,0.4846,pos
10812,-0.4926,neg,0.934,pos
10813,0.0,neg,-0.998,neg
10814,0.0,neg,0.9959,pos
10815,0.0,neg,0.9823,pos
10816,0.0,neg,0.9928,pos
10818,0.0,neg,0.9582,pos
10819,-0.6597,neg,-0.9018,neg
10820,0.0,neg,-0.659,neg
10821,0.0,neg,0.9214,pos
10822,-0.6239,neg,0.5093,pos
10823,-0.69,neg,0.0,neg
10824,0.0,neg,-0.765,neg
10825,-0.5994,neg,-0.9231,neg
10826,-0.4019,neg,-0.9993,neg
10827,-0.5994,neg,-0.9754,neg
10828,-0.5719,neg,0.9761,pos
10829,0.0,neg,-0.3182,neg
10830,0.6239,pos,0.382,pos
10831,-0.1511,neg,-0.5425,neg
10832,0.3612,pos,0.2732,pos
10833,0.3565,pos,0.507,pos
10834,-0.4767,neg,-0.9001,neg
10835,-0.6249,neg,-0.0387,neg
10836,0.0,neg,-0.1787,neg
10837,-0.5574,neg,-0.8225,neg
10838,0.3612,pos,0.9983,pos
10839,-0.9468,neg,-0.9968,neg
10840,0.2846,pos,0.9801,pos
10841,0.2732,pos,0.9964,pos
10842,-0.25,neg,0.3234,pos
10843,-0.8591,neg,-0.674,neg
10844,0.34,pos,0.7072,pos
10845,-0.5106,neg,-0.926,neg
10846,0.3802,pos,-0.9988,neg
10847,0.25,pos,-0.965,neg
10848,0.3612,pos,-0.9889,neg
10849,0.0,neg,0.9958,pos
10850,-0.5423,neg,-0.9246,neg
10851,0.0,neg,0.9927,pos
10852,-0.6476,neg,0.0258,pos
10853,-0.0258,neg,0.5346,pos
10854,-0.3818,neg,0.9375,pos
10855,0.0,neg,-0.3582,neg
10856,-0.34,neg,0.9963,pos
10857,0.0,neg,0.8693,pos
10858,0.0258,pos,0.9925,pos
10859,0.0,neg,-0.8011,neg
10860,0.3182,pos,0.9595,pos
10861,0.0,neg,0.9297,pos
10862,-0.4767,neg,-0.9001,neg
10863,0.5719,pos,0.9971,pos
10864,-0.4404,neg,0.8834,pos
10865,0.0,neg,0.9091,pos
10866,0.4215,pos,0.9952,pos
10867,0.0,neg,-0.9854,neg
10868,-0.743,neg,-0.9313,neg
10869,-0.4215,neg,-0.7351,neg
10870,0.0,neg,0.0258,pos
10871,0.0,neg,0.9985,pos
10872,0.4404,pos,0.9985,pos
10873,0.0,neg,-0.9911,neg
10874,0.0,neg,-0.9246,neg
10875,0.0,neg,0.9895,pos
10876,-0.6249,neg,-0.9832,neg
10877,0.4019,pos,-0.9696,neg
10878,-0.4404,neg,0.9977,pos
10879,-0.6072,neg,-0.9944,neg
10880,-0.4767,neg,0.3528,pos
10881,-0.6124,neg,-0.9265,neg
10882,0.0,neg,0.9393,pos
10883,-0.7269,neg,0.486,pos
10884,0.0,neg,-0.9382,neg
10885,0.6239,pos,0.0,neg
10886,-0.2732,neg,-0.8943,neg
10887,0.3182,pos,0.9958,pos
10888,0.34,pos,-0.8033,neg
10889,-0.4767,neg,-0.6992,neg
10890,0.6486,pos,0.9992,pos
10891,0.4767,pos,0.9958,pos
10892,0.7579,pos,0.9992,pos
10893,-0.296,neg,-0.9185,neg
10894,0.3802,pos,0.0,neg
10895,0.296,pos,0.751,pos
10896,0.0,neg,-0.9758,neg
10897,-0.5859,neg,-0.9449,neg
10898,-0.5994,neg,-0.9926,neg
10899,0.0,neg,-0.9178,neg
10900,-0.296,neg,-0.701,neg
10901,0.0,neg,-0.3182,neg
10902,-0.5994,neg,-0.9566,neg
10903,0.0,neg,0.9794,pos
10904,-0.5574,neg,-0.751,neg
10905,0.1027,pos,-0.9712,neg
10906,-0.6369,neg,0.7692,pos
10907,-0.8074,neg,-0.9971,neg
10908,0.4404,pos,-0.9702,neg
10909,0.0,neg,0.992,pos
10910,-0.8221,neg,-0.9577,neg
10911,0.0,neg,0.0,neg
10912,-0.1027,neg,0.961,pos
10913,0.2481,pos,-0.6476,neg
10914,0.0,neg,0.9706,pos
10915,-0.1779,neg,0.8281,pos
10916,0.0,neg,0.8981,pos
10917,0.0,neg,-0.9917,neg
10918,-0.802,neg,-0.9841,neg
10919,-0.6908,neg,0.9648,pos
10920,-0.7626,neg,-0.9801,neg
10921,0.128,pos,0.9677,pos
10922,0.0,neg,0.7319,pos
10923,-0.8225,neg,0.1088,pos
10924,-0.2732,neg,-0.9885,neg
10925,-0.5859,neg,-0.9775,neg
10926,0.3612,pos,-0.7903,neg
10927,-0.4215,neg,-0.9833,neg
10928,0.0,neg,0.9979,pos
10929,0.0,neg,-0.6811,neg
10930,0.2023,pos,0.8437,pos
10931,0.6486,pos,0.9186,pos
10932,-0.4939,neg,0.0484,pos
10933,0.296,pos,-0.9582,neg
10934,-0.4767,neg,-0.9931,neg
10935,-0.6597,neg,-0.9949,neg
10936,0.4404,pos,0.3626,pos
10937,-0.5994,neg,0.7162,pos
10938,0.0,neg,0.6646,pos
10940,0.0,neg,0.9538,pos
10941,-0.5267,neg,-0.9976,neg
10942,-0.25,neg,-0.9481,neg
10943,0.0,neg,0.9325,pos
10944,0.1531,pos,0.5423,pos
10945,-0.9325,neg,-0.9825,neg
10946,-0.9382,neg,-0.9808,neg
10947,-0.2244,neg,-0.5574,neg
10948,0.0,neg,0.7605,pos
10949,0.0,neg,-0.9961,neg
10950,0.4588,pos,-0.9877,neg
10951,-0.8,neg,-0.9616,neg
10952,0.0,neg,-0.5363,neg
10953,-0.4588,neg,-0.8585,neg
10954,-0.5994,neg,-0.9977,neg
10955,0.0,neg,-0.9829,neg
10956,0.5719,pos,0.9914,pos
10957,0.0,neg,-0.4588,neg
10958,-0.296,neg,0.804,pos
10959,-0.2023,neg,-0.2139,neg
10960,0.25,pos,0.9987,pos
10961,0.2023,pos,0.9844,pos
10962,0.4019,pos,0.9934,pos
10963,0.0,neg,0.9871,pos
10964,0.0,neg,0.9232,pos
10965,0.0,neg,-0.8063,neg
10966,0.3182,pos,-0.9794,neg
10967,-0.8555,neg,-0.9989,neg
10968,-0.4939,neg,-0.9349,neg
10969,0.0,neg,0.4588,pos
10970,0.6588,pos,0.6369,pos
10971,0.25,pos,0.9969,pos
10972,-0.5267,neg,0.8801,pos
10973,0.4019,pos,0.9505,pos
10974,0.1877,pos,0.8674,pos
10975,0.0,neg,0.7579,pos
10976,0.0,neg,-0.8751,neg
10977,0.0,neg,-0.9983,neg
10978,-0.2942,neg,0.6892,pos
10979,-0.2732,neg,0.9962,pos
10980,-0.3786,neg,-0.6174,neg
10981,-0.296,neg,0.6908,pos
10982,-0.4939,neg,-0.985,neg
10983,0.0,neg,0.0,neg
10984,0.0,neg,-0.9578,neg
10985,-0.1447,neg,-0.9166,neg
10986,-0.8439,neg,0.0,neg
10987,0.6705,pos,-0.8691,neg
10988,0.0,neg,0.9967,pos
10989,-0.4939,neg,-0.9945,neg
10990,-0.3612,neg,-0.9136,neg
10991,0.0,neg,0.9186,pos
10992,-0.3365,neg,-0.9964,neg
10993,-0.5574,neg,0.9828,pos
10994,0.0,neg,0.9804,pos
10995,0.0,neg,-0.7192,neg
10996,-0.2263,neg,0.1779,pos
10997,-0.5267,neg,-0.9364,neg
10998,-0.4753,neg,0.5325,pos
10999,0.4404,pos,-0.9097,neg
11000,-0.2263,neg,0.8652,pos
11001,0.0,neg,0.4451,pos
11002,-0.5106,neg,-0.9965,neg
11003,-0.1779,neg,0.872,pos
11004,-0.6705,neg,-0.9999,neg
11005,0.0,neg,-0.9946,neg
11006,-0.2263,neg,0.9977,pos
11007,-0.6705,neg,-0.988,neg
11008,-0.2732,neg,0.9735,pos
11009,-0.34,neg,-0.5504,neg
11010,0.0,neg,-0.9677,neg
11011,0.4939,pos,-0.9988,neg
11012,0.0,neg,-0.959,neg
11013,-0.7964,neg,0.9375,pos
11014,0.4019,pos,0.9808,pos
11015,-0.7745,neg,-0.9813,neg
11016,-0.5574,neg,-0.6249,neg
11017,0.4404,pos,0.8717,pos
11018,0.0,neg,0.9929,pos
11019,-0.2263,neg,0.3142,pos
11020,0.25,pos,-0.9779,neg
11021,-0.34,neg,0.1027,pos
11022,-0.6908,neg,-0.9962,neg
11023,0.3182,pos,-0.9999,neg
11024,0.4019,pos,-0.9958,neg
11025,0.0,neg,0.9067,pos
11026,0.0,neg,-0.9884,neg
11027,-0.204,neg,0.9971,pos
11028,0.4019,pos,0.7099,pos
11029,-0.0516,neg,0.5463,pos
11030,-0.4215,neg,-0.8378,neg
11031,0.0,neg,0.9338,pos
11032,-0.6124,neg,-0.891,neg
11033,0.6486,pos,0.9584,pos
11034,0.25,pos,-0.9962,neg
11035,-0.5267,neg,-0.9218,neg
11036,-0.5994,neg,-0.9944,neg
11037,-0.4939,neg,0.9707,pos
11038,-0.3818,neg,-0.9733,neg
11039,-0.2263,neg,0.9964,pos
11040,0.4168,pos,0.9843,pos
11041,-0.3612,neg,0.9956,pos
11042,0.0,neg,0.0,neg
11043,0.0,neg,0.9742,pos
11045,0.0,neg,0.0,neg
11046,0.2732,pos,0.91,pos
11047,-0.2111,neg,-0.1805,neg
11048,-0.1877,neg,-0.9549,neg
11049,-0.25,neg,-0.6705,neg
11050,0.5574,pos,0.8591,pos
11051,-0.4215,neg,-0.99,neg
11052,0.0,neg,-0.3075,neg
11053,-0.7351,neg,-0.9967,neg
11054,-0.4019,neg,0.9535,pos
11055,0.5859,pos,0.9536,pos
11056,0.0,neg,-0.9559,neg
11057,0.0772,pos,-0.9997,neg
11058,-0.296,neg,-0.9891,neg
11059,0.3818,pos,0.9958,pos
11060,0.5719,pos,0.6824,pos
11061,-0.6369,neg,-0.9569,neg
11062,0.0,neg,0.9496,pos
11063,0.0,neg,-0.9201,neg
11065,-0.4767,neg,-0.9885,neg
11066,0.0,neg,-0.9394,neg
11067,0.0772,pos,0.9274,pos
11068,0.0,neg,-0.2617,neg
11069,0.5448,pos,-0.4559,neg
11070,-0.5994,neg,0.4897,pos
11071,0.25,pos,0.9224,pos
11072,0.0516,pos,-0.8654,neg
11073,-0.4019,neg,0.0,neg
11074,0.0,neg,0.9978,pos
11075,-0.7096,neg,-0.9648,neg
11076,0.0,neg,-0.931,neg
11077,0.0,neg,0.9393,pos
11078,0.4404,pos,-0.918,neg
11079,0.0,neg,-0.9393,neg
11080,0.0,neg,0.9754,pos
11081,0.0,neg,0.908,pos
11082,-0.5719,neg,-0.998,neg
11083,0.0,neg,-0.97,neg
11084,0.5423,pos,0.9971,pos
11085,-0.3182,neg,-0.9136,neg
11086,0.0,neg,-0.575,neg
11087,0.0,neg,0.8296,pos
11088,-0.7783,neg,-0.9722,neg
11089,0.0,neg,0.997,pos
11090,0.128,pos,0.815,pos
11091,-0.4939,neg,-0.9949,neg
11092,-0.5423,neg,-0.9988,neg
11093,-0.6908,neg,0.9973,pos
11094,-0.5267,neg,-0.9998,neg
11095,0.4019,pos,0.993,pos
11096,-0.4404,neg,0.2779,pos
11097,-0.296,neg,0.953,pos
11098,-0.5574,neg,-0.9926,neg
11099,-0.6486,neg,-0.9686,neg
11100,-0.6249,neg,0.4503,pos
11101,0.0,neg,0.9726,pos
11102,0.0,neg,0.817,pos
11103,-0.296,neg,0.3252,pos
11104,0.0,neg,0.9626,pos
11105,0.0,neg,0.9358,pos
11106,0.5423,pos,0.4458,pos
11107,0.0,neg,0.0,neg
11108,-0.7845,neg,-0.8689,neg
11109,-0.4588,neg,-0.9545,neg
11110,0.0,neg,-0.9816,neg
11111,0.2732,pos,0.7494,pos
11112,-0.34,neg,0.9901,pos
11113,0.0,neg,0.6808,pos
11114,0.0,neg,0.8189,pos
11115,0.0,neg,0.8402,pos
11116,-0.5574,neg,0.9657,pos
11117,0.0,neg,-0.34,neg
11118,0.0,neg,-0.9535,neg
11119,0.0,neg,0.9868,pos
11120,0.0772,pos,0.743,pos
11121,0.0,neg,-0.9042,neg
11122,-0.6369,neg,-0.9569,neg
11123,0.5859,pos,0.9944,pos
11124,0.6808,pos,0.9814,pos
11125,0.5423,pos,0.9987,pos
11126,-0.6666,neg,0.2732,pos
11127,-0.34,neg,0.9792,pos
11128,0.0,neg,-0.0516,neg
11129,0.0,neg,0.9926,pos
11130,0.0772,pos,0.933,pos
11131,0.0,neg,-0.9836,neg
11132,-0.3612,neg,-0.6821,neg
11133,0.128,pos,-0.9938,neg
11134,0.0,neg,0.9737,pos
11135,-0.5574,neg,-0.8173,neg
11136,-0.5423,neg,0.9246,pos
11137,0.0,neg,-0.7579,neg
11138,0.0,neg,0.969,pos
11139,0.3818,pos,-0.7096,neg
11140,0.25,pos,-0.5197,neg
11141,0.0,neg,0.9762,pos
11142,0.5267,pos,0.9901,pos
11143,-0.8728,neg,-0.9961,neg
11144,-0.4019,neg,-0.8852,neg
11145,0.0,neg,0.3612,pos
11146,0.0,neg,0.6996,pos
11147,0.0,neg,0.994,pos
11148,0.0,neg,0.8275,pos
11149,-0.2023,neg,-0.8594,neg
11150,-0.6249,neg,-0.9998,neg
11151,0.0,neg,-0.7797,neg
11152,-0.4939,neg,-0.9993,neg
11153,0.0,neg,-0.8344,neg
11154,0.4393,pos,-0.4193,neg
11155,-0.2023,neg,-0.5603,neg
11156,-0.3818,neg,-0.9446,neg
11157,0.3975,pos,0.986,pos
11158,-0.6124,neg,-0.5106,neg
11159,0.0,neg,0.0,neg
11160,-0.5106,neg,-0.997,neg
11161,0.4939,pos,0.9118,pos
11162,-0.4404,neg,-0.8977,neg
11163,-0.8858,neg,-0.9948,neg
11164,0.0,neg,0.0258,pos
11165,-0.6486,neg,-0.9001,neg
11166,0.3818,pos,-0.8791,neg
11167,-0.6124,neg,-0.9559,neg
11168,-0.7184,neg,0.9926,pos
11169,0.0,neg,0.9984,pos
11170,-0.3182,neg,-0.9893,neg
11171,0.8271,pos,0.8692,pos
11172,-0.5574,neg,-0.9952,neg
11173,0.7579,pos,0.7269,pos
11174,0.5448,pos,-0.8176,neg
11175,0.0,neg,0.8301,pos
11176,0.0,neg,0.9892,pos
11177,-0.5106,neg,-0.8947,neg
11178,0.4019,pos,0.9001,pos
11179,-0.0516,neg,-0.3612,neg
11180,-0.3612,neg,-0.9325,neg
11181,-0.5267,neg,-0.8575,neg
11182,-0.3818,neg,0.9541,pos
11183,0.0,neg,-0.3612,neg
11184,-0.5267,neg,0.9939,pos
11185,-0.4767,neg,-0.9987,neg
11186,-0.34,neg,0.9875,pos
11187,0.2746,pos,-0.9203,neg
11188,0.0,neg,0.9943,pos
11189,0.0,neg,0.996,pos
11190,-0.0772,neg,0.9062,pos
11191,0.5574,pos,0.9823,pos
11192,-0.7351,neg,-0.9831,neg
11193,0.0,neg,0.9957,pos
11194,0.0,neg,-0.9712,neg
11195,0.0,neg,0.9834,pos
11196,-0.34,neg,0.9988,pos
11197,0.0,neg,0.7428,pos
11198,0.0,neg,-0.7351,neg
11199,-0.5994,neg,-0.8885,neg
11200,0.8271,pos,0.9961,pos
11201,-0.765,neg,-0.9578,neg
11202,0.0,neg,0.8689,pos
11203,-0.4588,neg,0.9955,pos
11204,0.6351,pos,0.9969,pos
11205,-0.6908,neg,-0.9825,neg
11206,-0.9081,neg,0.9689,pos
11207,-0.4588,neg,-0.3893,neg
11208,0.0,neg,0.9723,pos
11209,0.0,neg,0.9831,pos
11210,-0.7351,neg,-0.9455,neg
11211,0.0,neg,0.875,pos
11212,0.0,neg,0.7783,pos
11213,0.0,neg,-0.4946,neg
11214,0.0,neg,-0.9522,neg
11215,0.4939,pos,0.993,pos
11216,0.4019,pos,-0.9981,neg
11217,-0.25,neg,-0.466,neg
11218,0.0,neg,-0.9905,neg
11219,0.5423,pos,0.9281,pos
11220,0.0,neg,0.9984,pos
11221,0.0,neg,-0.9879,neg
11222,-0.5242,neg,0.3971,pos
11223,0.0,neg,0.986,pos
11224,0.6369,pos,0.9677,pos
11225,0.0,neg,0.4231,pos
11226,-0.5859,neg,0.9898,pos
11227,0.0,neg,-0.9896,neg
11228,0.1531,pos,0.5796,pos
11229,0.0,neg,0.8591,pos
11230,-0.1779,neg,-0.7351,neg
11231,0.6124,pos,0.9081,pos
11232,0.3818,pos,0.9807,pos
11233,-0.6908,neg,-0.9914,neg
11234,-0.7003,neg,0.326,pos
11235,-0.5106,neg,-0.9908,neg
11236,0.0,neg,0.9876,pos
11237,0.0,neg,-0.9578,neg
11238,0.4833,pos,-0.8606,neg
11239,0.5719,pos,0.2244,pos
11240,0.5267,pos,0.9972,pos
11241,0.0,neg,0.9262,pos
11242,0.0,neg,0.765,pos
11243,-0.4404,neg,-0.9613,neg
11244,0.0,neg,0.6705,pos
11245,-0.128,neg,-0.9775,neg
11246,0.34,pos,0.9624,pos
11247,0.4939,pos,0.9608,pos
11248,-0.4767,neg,0.9917,pos
11249,-0.5574,neg,-0.7798,neg
11250,-0.802,neg,-0.996,neg
11251,-0.7684,neg,-0.9857,neg
11252,0.1779,pos,0.9923,pos
11253,0.5267,pos,-0.2023,neg
11254,0.0,neg,-0.9571,neg
11255,-0.5719,neg,-0.815,neg
11256,0.5719,pos,0.8555,pos
11257,0.0,neg,0.4404,pos
11258,0.0,neg,-0.9985,neg
11259,0.2924,pos,-0.7184,neg
11260,-0.3182,neg,0.9787,pos
11261,-0.5423,neg,-0.9462,neg
11262,0.0,neg,-0.7881,neg
11263,-0.765,neg,0.9935,pos
11264,-0.7717,neg,-0.9985,neg
11265,0.4404,pos,0.9865,pos
11266,-0.8176,neg,-0.9854,neg
11267,-0.7425,neg,0.9947,pos
11268,-0.1779,neg,0.4724,pos
11269,0.0,neg,0.0772,pos
11270,-0.8126,neg,-0.9965,neg
11271,0.0,neg,0.9933,pos
11272,-0.0258,neg,-0.2583,neg
11273,-0.296,neg,0.2732,pos
11274,-0.6249,neg,-0.9847,neg
11275,0.3612,pos,0.5526,pos
11276,0.2023,pos,0.9965,pos
11277,0.1531,pos,0.6337,pos
11278,-0.8074,neg,-0.998,neg
11279,0.0,neg,-0.9643,neg
11280,-0.2732,neg,-0.9978,neg
11281,0.0,neg,0.9965,pos
11282,0.0516,pos,-0.692,neg
11283,0.5994,pos,0.9697,pos
11284,0.25,pos,0.998,pos
11285,-0.6597,neg,-0.9684,neg
11286,0.4019,pos,0.9953,pos
11287,0.0,neg,0.9749,pos
11288,0.0,neg,0.7557,pos
11289,0.0258,pos,-0.3551,neg
11290,0.0,neg,-0.8734,neg
11291,0.0,neg,0.9797,pos
11292,0.5106,pos,0.9595,pos
11293,-0.5574,neg,-0.9612,neg
11294,0.128,pos,-0.5679,neg
11295,-0.5994,neg,-0.9898,neg
11296,0.0,neg,0.9654,pos
11297,-0.6239,neg,0.0,neg
11298,-0.8934,neg,-0.997,neg
11299,0.0,neg,0.2732,pos
11300,-0.4753,neg,-0.5859,neg
11301,0.5984,pos,0.8249,pos
11302,0.0,neg,0.6808,pos
11303,0.0,neg,0.9996,pos
11304,0.7193,pos,0.9461,pos
11305,-0.4767,neg,-0.7227,neg
11306,0.0,neg,-0.9987,neg
11307,0.7579,pos,0.9924,pos
11308,0.0,neg,0.9432,pos
11309,0.128,pos,-0.9153,neg
11310,-0.0516,neg,0.9582,pos
11311,0.0,neg,-0.0056,neg
11312,-0.5106,neg,-0.9988,neg
11314,-0.4404,neg,-0.973,neg
11315,-0.4449,neg,0.9378,pos
11316,-0.4767,neg,0.6908,pos
11317,0.0,neg,-0.9866,neg
11318,-0.7096,neg,-0.9993,neg
11319,-0.7906,neg,-0.9931,neg
11320,-0.2023,neg,0.9983,pos
11321,0.0772,pos,0.8555,pos
11322,0.5106,pos,-0.9666,neg
11323,0.0,neg,-0.6808,neg
11324,-0.34,neg,-0.8925,neg
11325,0.0,neg,0.9976,pos
11326,-0.4588,neg,-0.9973,neg
11327,0.0,neg,0.5859,pos
11328,0.0,neg,-0.9892,neg
11329,-0.5267,neg,-0.9945,neg
11330,-0.3612,neg,-0.9822,neg
11331,-0.7269,neg,-0.296,neg
11332,-0.296,neg,-0.9371,neg
11333,-0.3612,neg,-0.9977,neg
11334,0.0,neg,0.7424,pos
11335,-0.4404,neg,-0.9789,neg
11336,0.4215,pos,0.8258,pos
11337,-0.8271,neg,-0.9743,neg
11338,0.4939,pos,-0.912,neg
11339,-0.25,neg,-0.9987,neg
11340,-0.3818,neg,-0.0516,neg
11341,0.0,neg,0.9989,pos
11342,-0.6369,neg,-0.9879,neg
11343,0.0,neg,-0.8709,neg
11344,0.1007,pos,0.4549,pos
11345,0.0772,pos,0.9918,pos
11346,-0.7269,neg,0.3071,pos
11347,0.0,neg,0.6562,pos
11348,0.5267,pos,-0.9831,neg
11349,-0.5994,neg,-0.5604,neg
11350,-0.4588,neg,-0.1531,neg
11351,-0.5423,neg,-0.9893,neg
11352,-0.6369,neg,-0.9945,neg
11353,0.68,pos,0.9943,pos
11354,0.0,neg,0.0,neg
11355,0.4019,pos,0.9062,pos
11356,-0.5859,neg,-0.996,neg
11357,-0.5106,neg,-0.9989,neg
11358,0.0,neg,0.0,neg
11359,0.6597,pos,0.9749,pos
11360,-0.836,neg,-0.9956,neg
11361,0.0,neg,0.9976,pos
11362,-0.2732,neg,-0.936,neg
11363,0.5574,pos,0.9888,pos
11364,-0.5859,neg,0.7581,pos
11365,-0.802,neg,0.9932,pos
11366,0.4404,pos,0.9781,pos
11367,-0.4215,neg,0.3246,pos
11368,0.0,neg,-0.6092,neg
11369,-0.5994,neg,-0.9882,neg
11370,0.0,neg,0.9173,pos
11371,0.0,neg,-0.9866,neg
11372,-0.5719,neg,0.0249,pos
11373,-0.3818,neg,0.9493,pos
11374,0.5267,pos,-0.9702,neg
11375,-0.4588,neg,-0.4588,neg
11376,-0.1501,neg,0.9949,pos
